occupation,category,median_pay,num_jobs,outlook_pct,education,work_experience,training,description,url,ai_score,ai_reasoning
Compensation and Benefits Managers,Management,140360,20900,0,"112,040",5 years or more,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/management/compensation-and-benefits-managers.htm,7,Compensation analysis and program design — digital analytical work.
Computer and Information Systems Managers,Management,171200,667100,15,Bachelor's degree,5 years or more,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/management/computer-and-information-systems-managers.htm,6,"Management requires interpersonal skills, but technical planning and analysis components are AI-assistable."
Construction Managers,Management,106980,550300,9,Bachelor's degree,None,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/management/construction-managers.htm,4,Physical site oversight with project planning (AI-assistable).
"Elementary, Middle, and High School Principals",Management,104070,333300,-2,11-9032,5 years or more,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/management/elementary-middle-and-high-school-principals.htm,5,School management with administrative tasks (AI-assistable) and personal leadership.
Emergency Management Directors,Management,86130,13200,3,"73,590",5 years or more,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/management/emergency-management-directors.htm,5,Crisis planning (AI-assistable) with emergency coordination (physical).
Entertainment and Recreation Managers,Management,77180,43200,8,"$90,150",Less than 5 years,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/management/entertainment-and-recreation-managers.htm,5,Facility management with creative programming.
"Farmers, Ranchers, and Other Agricultural Managers",Management,87980,836100,-1,High school diploma or equivalent,5 years or more,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/management/farmers-ranchers-and-other-agricultural-managers.htm,3,Physical farm work and management. AI aids crop planning and monitoring but not physical labor.
Financial Managers,Management,161700,868600,15,"134,790",5 years or more,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/management/financial-managers.htm,6,"Financial analysis and reporting are automatable, but team management and strategic decisions less so."
Food Service Managers,Management,65310,352800,6,"77,240",Less than 5 years,Short-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/management/food-service-managers.htm,4,Physical restaurant oversight with administrative tasks.
Human Resources Managers,Management,140030,221900,5,"124,930",5 years or more,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/management/human-resources-managers.htm,6,"People management and culture building resist automation, but HR processes and analytics are AI-assistable."
Industrial Production Managers,Management,121440,241900,2,Bachelor's degree,5 years or more,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/management/industrial-production-managers.htm,5,Production oversight with optimization (AI-assistable).
Lodging Managers,Management,68130,52000,3,High school diploma or equivalent,Less than 5 years,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/management/lodging-managers.htm,5,Hospitality management with guest relations (physical) and operations (AI-assistable).
Medical and Health Services Managers,Management,117960,616200,23,"$132,620",Less than 5 years,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/management/medical-and-health-services-managers.htm,5,Healthcare administration with clinical oversight.
Natural Sciences Managers,Management,161180,104300,4,"101,730",5 years or more,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/management/natural-sciences-managers.htm,6,Research program management with analytical components.
Postsecondary Education Administrators,Management,103960,226600,2,11-9033,Less than 5 years,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/management/postsecondary-education-administrators.htm,6,Administrative oversight with data analysis.
Preschool and Childcare Center Directors,Management,56270,90200,-3,11-9031,Less than 5 years,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/management/preschool-and-childcare-center-directors.htm,4,Childcare management requiring physical presence.
"Property, Real Estate, and Community Association Managers",Management,66700,466100,4,High school diploma or equivalent,Less than 5 years,Short-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/management/property-real-estate-and-community-association-managers.htm,5,Property management with administrative and physical components.
Public Relations and Fundraising Managers,Management,132870,128900,5,"108,920",5 years or more,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/management/public-relations-managers.htm,7,Communications strategy and content creation — AI-assistable.
Sales Managers,Management,138060,619500,5,Bachelor's degree,Less than 5 years,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/management/sales-managers.htm,6,Sales strategy and team management.
Social and Community Service Managers,Management,78240,219800,6,"$101,620",Less than 5 years,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/management/social-and-community-service-managers.htm,5,Program management with community engagement.
Top Executives,Management,105350,4022200,4,"137,310",5 years or more,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/management/top-executives.htm,5,"Strategic decision-making, leadership, and stakeholder management. AI assists with analysis but judgment and relationships are key."
Training and Development Managers,Management,127090,46400,6,"106,630",5 years or more,11-3131,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/management/training-and-development-managers.htm,6,Program design (AI-assistable) with leadership.
"Transportation, Storage, and Distribution Managers",Management,102010,216700,6,"116,400",5 years or more,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/management/transportation-storage-and-distribution-managers.htm,5,Logistics optimization (AI-assistable) with operational oversight.
Actuaries,Math,125770,33600,22,"118,910",None,Long-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/math/actuaries.htm,8,"Risk modeling, statistical analysis, and report generation are heavily digital and mathematical — core AI strengths."
Data Scientists,Math,112590,245900,34,Bachelor's degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/math/data-scientists.htm,9,"Data analysis, model building, and insight generation are core AI capabilities. AI can write analysis code, build models, and generate reports."
Mathematicians and Statisticians,Math,104350,34600,8,Master's degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/math/mathematicians-and-statisticians.htm,8,"Statistical analysis, mathematical modeling, and data interpretation are tasks AI excels at. Most work is purely digital."
Operations Research Analysts,Math,91290,112100,21,Bachelor's degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/math/operations-research-analysts.htm,8,"Optimization, modeling, and quantitative analysis are tasks where AI excels."
Announcers and DJs,Media And Communication,45115,39500,-2,$30.02,None,See How to Become One,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/media-and-communication/announcers.htm,6,Voice work and content curation. AI can generate voice content and curate playlists.
"Broadcast, Sound, and Video Technicians",Media And Communication,56600,146100,1,See How to Become One,None,Short-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/media-and-communication/broadcast-and-sound-engineering-technicians.htm,4,Physical equipment operation with digital editing.
Editors,Media And Communication,75260,115800,1,Bachelor's degree,Less than 5 years,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/media-and-communication/editors.htm,8,"Editing, proofreading, and content refinement are tasks AI handles well. The fully digital nature of the work increases exposure."
Film and Video Editors and Camera Operators,Media And Communication,70570,79900,3,"62,400",None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/media-and-communication/film-and-video-editors-and-camera-operators.htm,6,Physical camera work + digital editing (AI-assistable).
Interpreters and Translators,Media And Communication,59440,75300,2,"60,560",None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/media-and-communication/interpreters-and-translators.htm,8,Real-time translation is a core AI capability. Written translation is nearly fully automatable.
Photographers,Media And Communication,42520,151200,2,High school diploma or equivalent,None,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/media-and-communication/photographers.htm,5,"Physical presence required for shoots, but post-processing and AI-generated imagery increase competitive pressure."
Public Relations Specialists,Media And Communication,69780,315900,5,"63,570",None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/media-and-communication/public-relations-specialists.htm,7,"Writing press releases, media monitoring, and content creation are core AI capabilities."
"News Analysts, Reporters, and Journalists",Media And Communication,60280,49300,-4,Bachelor's degree,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/media-and-communication/reporters-correspondents-and-broadcast-news-analysts.htm,7,"News writing, research, and analysis are AI-assistable. Investigative work and source relationships less so."
Technical Writers,Media And Communication,91670,56400,1,"84,950",Less than 5 years,Short-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/media-and-communication/technical-writers.htm,8,"Documentation, manuals, and technical content creation are tasks AI can produce efficiently from source material."
Writers and Authors,Media And Communication,72270,135400,4,"71,340",None,Long-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/media-and-communication/writers-and-authors.htm,8,"Content creation is a core AI capability. AI can draft articles, stories, marketing copy, and other written content at scale."
Bill and Account Collectors,Office And Administrative Support,46040,166900,-10,High school diploma or equivalent,None,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/office-and-administrative-support/bill-and-account-collectors.htm,7,Communication-based work with script-following. AI can automate outreach and payment processing.
"Bookkeeping, Accounting, and Auditing Clerks",Office And Administrative Support,49210,1613400,-6,"Some college, no degree",None,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/office-and-administrative-support/bookkeeping-accounting-and-auditing-clerks.htm,9,Routine financial record-keeping and data entry are among the most automatable office tasks.
Customer Service Representatives,Office And Administrative Support,42830,2814000,-5,High school diploma or equivalent,None,Short-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/office-and-administrative-support/customer-service-representatives.htm,8,AI chatbots and virtual assistants can handle most customer inquiries. Primarily digital communication work.
Desktop Publishers,Office And Administrative Support,53620,5000,-12,"52,350",None,Short-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/office-and-administrative-support/desktop-publishers.htm,9,Digital layout and document formatting — tasks AI design tools can handle.
Financial Clerks,Office And Administrative Support,48650,1193000,-5,High school diploma or equivalent,None,See How to Become One,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,7,Routine financial processing and record-keeping.
General Office Clerks,Office And Administrative Support,43630,2646000,-7,18.91,None,Short-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/office-and-administrative-support/general-office-clerks.htm,8,"Routine office tasks — filing, data entry, correspondence — are highly automatable by AI."
Information Clerks,Office And Administrative Support,43730,1336600,-3,"48,850",None,See How to Become One,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,7,Information provision and data entry — core AI capabilities.
Material Recording Clerks,Office And Administrative Support,46120,1300800,-6,High school diploma or equivalent,None,See How to Become One,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/office-and-administrative-support/material-recording-clerks.htm,6,Inventory tracking and record-keeping. Automation and AI increasingly handle these tasks.
Public Safety Telecommunicators,Office And Administrative Support,50730,105200,3,"46,620",None,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/office-and-administrative-support/police-fire-and-ambulance-dispatchers.htm,5,"Emergency call handling requires human judgment, but AI can assist with call routing and information."
Postal Service Workers,Office And Administrative Support,57870,500000,-5,No formal educational credential,None,Short-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/office-and-administrative-support/postal-service-workers.htm,4,Physical mail sorting and delivery. Some sorting is automated but delivery requires physical presence.
Receptionists,Office And Administrative Support,37230,1007200,0,High school diploma or equivalent,None,Short-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/office-and-administrative-support/receptionists.htm,8,Primarily digital/knowledge work. Most core tasks can be augmented or automated by AI. Category: Office And Administrative Support.
Secretaries and Administrative Assistants,Office And Administrative Support,47460,3453100,0,"48,230",See How to Become One,See How to Become One,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/office-and-administrative-support/secretaries-and-administrative-assistants.htm,8,"Scheduling, correspondence, data entry, and document management are all tasks AI can automate."
Tellers,Office And Administrative Support,39340,347400,-13,High school diploma or equivalent,None,Short-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/office-and-administrative-support/tellers.htm,8,Routine financial transactions are already being automated by ATMs and digital banking. AI further reduces need.
Animal Care and Service Workers,Personal Care And Service,33860,439400,11,High school diploma or equivalent,None,See How to Become One,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/personal-care-and-service/animal-care-and-service-workers.htm,2,Physical care of animals requiring handling and feeding.
"Barbers, Hairstylists, and Cosmetologists",Personal Care And Service,35420,651200,5,Postsecondary nondegree award,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/personal-care-and-service/barbers-hairstylists-and-cosmetologists.htm,1,Hands-on personal grooming services. Requires manual dexterity and client interaction.
Childcare Workers,Personal Care And Service,32050,991600,-3,High school diploma or equivalent,None,Short-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/personal-care-and-service/childcare-workers.htm,2,Physical care and supervision of children. Requires in-person presence and attention.
Concierges,Personal Care And Service,37320,45600,2,High school diploma or equivalent,None,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/personal-care-and-service/concierges.htm,5,"Information provision is automatable, but personal service and local expertise provide some protection."
Fitness Trainers and Instructors,Personal Care And Service,46180,370100,12,"42,460",None,Short-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/personal-care-and-service/fitness-trainers-and-instructors.htm,3,Physical demonstration and in-person motivation. Online content creation is AI-assistable.
Funeral Service Workers,Personal Care And Service,59420,59600,4,Associate's degree,See How to Become One,See How to Become One,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/personal-care-and-service/funeral-service-occupations.htm,3,In-person service combining physical preparation and emotional support.
Gambling Services Workers,Personal Care And Service,35630,150600,0,"$40,070",See How to Become One,See How to Become One,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/personal-care-and-service/gaming-services-occupations.htm,4,Mix of physical dealing and game management. Some automation possible.
Manicurists and Pedicurists,Personal Care And Service,34660,210100,7,Postsecondary nondegree award,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/personal-care-and-service/manicurists-and-pedicurists.htm,1,Hands-on nail care requiring manual dexterity.
Recreation Workers,Personal Care And Service,35380,327700,4,"34,990",None,Short-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/personal-care-and-service/recreation-workers.htm,2,Physical activity coordination and supervision. Requires in-person presence.
Skincare Specialists,Personal Care And Service,41560,97400,7,Postsecondary nondegree award,None,None,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/personal-care-and-service/skincare-specialists.htm,2,Hands-on skincare treatments. Requires physical presence and manual technique.
Tour and Travel Guides,Personal Care And Service,36660,55800,8,High school diploma or equivalent,None,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/personal-care-and-service/tour-and-travel-guides.htm,4,In-person guiding with knowledge sharing. AI travel planning is a growing substitute.
Assemblers and Fabricators,Production,43570,1885400,-1,High school diploma or equivalent,None,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,3,Physical assembly work. Automation advancing in manufacturing but many tasks still manual.
Bakers,Production,36650,249100,6,No formal educational credential,None,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/production/bakers.htm,2,Physical food preparation requiring manual skills.
Butchers,Production,38960,143100,1,No formal educational credential,None,Long-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/production/butchers-and-meat-cutters.htm,2,Physical meat processing.
Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians,Production,45820,66800,-1,High school diploma or equivalent,None,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/production/dental-and-ophthalmic-laboratory-technicians-and-medical-appliance-technicians.htm,4,Physical fabrication of dental/optical devices. CAD/CAM is AI-assistable.
Food Processing Equipment Workers,Production,40050,282600,5,See How to Become One,None,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/production/food-and-tobacco-processing-workers.htm,3,Machine operation in food production. Increasing automation.
Jewelers and Precious Stone and Metal Workers,Production,49140,35100,-5,High school diploma or equivalent,None,Long-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/production/jewelers-and-precious-stone-and-metal-workers.htm,3,Skilled handcraft. CAD design is AI-assistable but physical crafting is not.
Machinists and Tool and Die Makers,Production,57700,354800,-2,See How to Become One,None,Long-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/production/machinists-and-tool-and-die-makers.htm,3,Skilled physical work with machines. CNC programming can be AI-assisted.
Metal and Plastic Machine Workers,Production,46800,1000700,-7,See How to Become One,None,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,3,Physical machine operation.
Painting and Coating Workers,Production,47390,174300,1,See How to Become One,None,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/production/painting-and-coating-workers.htm,2,Physical surface preparation and painting.
"Power Plant Operators, Distributors, and Dispatchers",Production,103600,46600,-10,"103,220",None,Long-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/production/power-plant-operators-distributors-and-dispatchers.htm,5,System monitoring and operation. AI can optimize but operators needed for safety.
Quality Control Inspectors,Production,47460,598000,0,High school diploma or equivalent,None,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/production/quality-control-inspectors.htm,5,Visual inspection and testing. AI computer vision can automate many inspections.
Semiconductor Processing Technicians,Production,51180,31900,11,High school diploma or equivalent,None,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/production/semiconductor-processing-technicians.htm,4,Physical equipment operation in cleanrooms with some process monitoring.
Stationary Engineers and Boiler Operators,Production,75190,33300,2,"72,370",None,Long-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/production/stationary-engineers-and-boiler-operators.htm,4,Equipment monitoring and maintenance.
Water and Wastewater Treatment Plant and System Operators,Production,58260,132400,-7,"58,470",None,Long-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/production/water-and-wastewater-treatment-plant-and-system-operators.htm,4,Plant operation with physical and digital monitoring components.
"Welders, Cutters, Solderers, and Brazers",Production,51000,457300,2,High school diploma or equivalent,None,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/production/welders-cutters-solderers-and-brazers.htm,2,Skilled physical joining work. Robotic welding exists but many applications need manual skill.
Woodworkers,Production,43720,214600,-2,High school diploma or equivalent,None,See How to Become One,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/production/woodworkers.htm,2,Physical craftsmanship with wood. CNC assists but custom work is manual.
Correctional Officers and Bailiffs,Protective Service,57950,406500,-7,"57,580",None,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/protective-service/correctional-officers.htm,3,Physical security and inmate management. Requires in-person presence.
Fire Inspectors,Protective Service,75480,17600,6,"46,920",See How to Become One,Moderate-term on-the-job training,"TheWhat They Dotab describes the typical duties and responsibilities of workers in the occupation, including what tools and equipment they use and how closely they are supervised. This tab also covers different types of occupational specialties.",https://www.bls.gov/ooh/protective-service/fire-inspectors-and-investigators.htm,5,Physical site inspections combined with code compliance documentation.
